# gg_dump v1
# node	id	cube_idx	cube_id	gid	k	du	prior	n_prior	comp
node	316	40	z04352_y03456_x02688	5	-4	-113.13857392132309	-0.29842443358097981	25	2
node	317	40	z04352_y03456_x02688	6	0	0.70939992288185749	-0.13492706817243255	208	22
node	318	41	z04480_y03456_x02816	0	4	1.286322286066536	0.46725184798232305	50	22
node	319	41	z04480_y03456_x02816	1	7	8.3502545204285639	-0.68179573476683741	7	22
node	320	41	z04480_y03456_x02816	2	-9	-104.4199126684091	0.076853102012048508	44	2
node	321	41	z04480_y03456_x02816	3	-4	-35.610106539063167	-0.74051595268926307	35	2
node	322	41	z04480_y03456_x02816	4	-3	-34.526835433636165	-0.49038607926519362	58	2
node	323	41	z04480_y03456_x02816	5	-5	12.144963065910417	0.33719091209220647	37	2
node	324	41	z04480_y03456_x02816	6	-6	10.194487303388939	-0.26077689263387621	38	2
node	325	41	z04480_y03456_x02816	7	1	-9.3546411585784313	0.17651448110094931	17	41
node	326	41	z04480_y03456_x02816	8	-6	-133.19141714600528	-0.57436116503535506	17	2
node	327	42	z04352_y03072_x02816	0	3	-2.6647563615219951	-0.10625011472078852	46	23
node	328	42	z04352_y03072_x02816	1	-3	-19.638007255199568	0.37396617750216443	41	1
node	329	42	z04352_y03072_x02816	2	-3	-6.6559461126910264	-0.38087736302554531	36	0
node	330	42	z04352_y03072_x02816	3	-3	129.8268504725865	-0.15073289389881536	37	2
node	331	42	z04352_y03072_x02816	4	2	-9.0752205360684002	-0.77508420193581185	50	24
node	332	42	z04352_y03072_x02816	5	0	92.922843824317908	0.44165719472330689	47	2
node	333	42	z04352_y03072_x02816	6	3	-5.8206100159316065	-0.19768175790904099	41	2
node	334	42	z04352_y03072_x02816	7	4	1.3161260986680645	0.30313798190557534	35	13
node	335	42	z04352_y03072_x02816	8	0	8.3855298062103429	-0.25024724099940698	41	11
node	336	43	z04736_y03328_x02944	0	2	-125.25028213526321	-0.067008614178145923	46	2
node	337	43	z04736_y03328_x02944	1	2	1.4383540849025565	0.34908102557260479	26	49
node	338	43	z04736_y03328_x02944	2	0	0.70201363879641576	0.1492331724750349	31	22
node	339	43	z04736_y03328_x02944	3	0	-90.001164511465277	-0.21906018262496685	89	2
node	340	44	z04736_y03072_x02688	0	-6	-2.8207501546312415	-0.64297422761270828	63	8
node	341	44	z04736_y03072_x02688	1	-4	-1.332328067389426	-0.02151111996744216	22	8
node	342	44	z04736_y03072_x02688	2	-3	-1.7799403869821617	0.17405334917571305	49	6
node	343	44	z04736_y03072_x02688	3	-5	5.8500640044330794	-0.079854660026755647	45	42
node	344	44	z04736_y03072_x02688	4	-3	-2.6918174229427905	0.024867265550272452	44	11
node	345	44	z04736_y03072_x02688	5	-4	0.36912856101935176	0.44514715600866567	50	5
node	346	44	z04736_y03072_x02688	6	-6	0.9755859375	0.58735269687261071	40	13
node	347	44	z04736_y03072_x02688	7	0	-1.218288734366979	-0.047932367770976002	58	50
node	348	44	z04736_y03072_x02688	8	-9	13.73037292497429	-0.32452362626075587	39	24
node	349	44	z04736_y03072_x02688	9	-4	-2.712648479073323	0.41064764910008339	51	9
node	350	44	z04736_y03072_x02688	10	-8	24.840036677709804	0.21523351226247756	50	23
node	351	44	z04736_y03072_x02688	11	-6	-5.1503640613846073	0.048419788860422579	43	12
node	352	44	z04736_y03072_x02688	12	0	0	0.24037079595796865	71	51
node	353	45	z04736_y03584_x02944	0	7	58.765471969466205	0.66776879397802491	47	2
node	354	45	z04736_y03584_x02944	1	7	112.13100869227725	0.49670790516390356	46	2
node	355	45	z04736_y03584_x02944	2	10	134.50414203017516	0.68293561272379955	43	2
node	356	45	z04736_y03584_x02944	3	8	-27.506369143941924	0.27651753175769622	46	2
node	357	45	z04736_y03584_x02944	4	3	-79.368677295251643	0.43719561485179198	66	2
node	358	45	z04736_y03584_x02944	5	7	-40.617609339665705	0.86211688351105942	26	2
node	359	45	z04736_y03584_x02944	6	8	21.562510337912954	0.0069705159704275491	40	0
node	360	45	z04736_y03584_x02944	7	-3	-0.065135931942677416	-0.52392997985943834	32	38
node	361	45	z04736_y03584_x02944	8	-1	0.16228331422735209	-0.26665337960154306	50	39
node	362	46	z04608_y03456_x02688	0	1	-32.523508978156769	0.80504751195930102	45	2
node	363	46	z04608_y03456_x02688	1	0	10.17867077630666	1.0540169140586666	48	2
node	364	46	z04608_y03456_x02688	2	-2	-32.723828076249333	-0.42588804652497925	26	2
node	365	46	z04608_y03456_x02688	3	-12	-100.59835556744321	0.47310836371544429	28	2
node	366	46	z04608_y03456_x02688	4	2	103.21851827499501	0.65687818183873692	27	2
node	367	46	z04608_y03456_x02688	5	1	130.37285579957137	0.03107407681073493	32	2
node	368	46	z04608_y03456_x02688	6	-3	-35.363235674288262	0.21623324937051056	28	2
node	369	47	z04480_y03328_x02944	0	2	-118.12870010401321	0.81898396736156265	40	2
node	370	47	z04480_y03328_x02944	1	0	-9.7271855799535842	-0.020852820118811326	24	22
node	371	47	z04480_y03328_x02944	2	0	-83.593407983509678	-0.099641832608414832	40	2
node	372	47	z04480_y03328_x02944	3	2	-1.1533974209556561	1.2256824727539684	16	41
node	373	47	z04480_y03328_x02944	4	2	1.1533974209556561	1.0553611012953288	7	41
node	374	47	z04480_y03328_x02944	5	-2	-134.98469194577365	-0.60842842541628039	24	2
node	375	48	z04736_y03456_x02816	0	-1	20.785705216915233	0.74363319546632645	9	22
node	376	48	z04736_y03456_x02816	1	0	0	0.33940816697982257	1	52
node	377	48	z04736_y03456_x02816	2	12	15.236076498771411	-0.46437092854858064	9	22
node	378	48	z04736_y03456_x02816	4	-6	-88.384729697921216	1.0690144783784157	19	2
node	379	48	z04736_y03456_x02816	5	-5	-98.778913979089509	-1.4114644951189079	29	2
node	380	48	z04736_y03456_x02816	6	0	-4.5516800700354452	0.60384184171233535	11	22
node	381	48	z04736_y03456_x02816	7	0	0	-0.38860898109742692	1	53
node	382	49	z04608_y03072_x02816	0	-6	-1.206593827576171	-0.41043625638060321	46	24
node	383	49	z04608_y03072_x02816	1	-3	-28.715005746276461	-0.25717775854784575	45	13
node	384	49	z04608_y03072_x02816	2	-5	11.433184079781313	-0.040569377580286746	47	23
node	385	49	z04608_y03072_x02816	3	-5	7.9116381616167928	-0.17762669112578114	46	11
node	386	49	z04608_y03072_x02816	4	-11	-8.0391535916668317	0.21665276316782681	50	1
node	387	49	z04608_y03072_x02816	5	0	1.818408122202527	0.022046201383162715	51	42
node	388	49	z04608_y03072_x02816	6	-2	-5.354002137083171	0.091806039032758122	36	8
node	389	49	z04608_y03072_x02816	7	-8	0.48032433756850423	0.72773941916962992	32	0
node	390	49	z04608_y03072_x02816	8	-1	8.331779503233065	0.13082644712417388	48	8
node	391	50	z04480_y03072_x02944	0	6	-20.888552105476037	0.045021158953087732	36	24
node	392	50	z04480_y03072_x02944	1	1	116.26584589865291	0.58627697535558176	31	2
node	393	50	z04480_y03072_x02944	2	7	-17.98640998351857	-0.0097913247485012182	40	23
node	394	50	z04480_y03072_x02944	3	1	-24.491807480015837	0.58247839827452785	39	0
node	395	50	z04480_y03072_x02944	4	0	-37.133942183206159	-0.67746402972172959	38	1
node	396	50	z04480_y03072_x02944	5	5	63.55779312588453	-0.23269824860244834	48	2
node	397	50	z04480_y03072_x02944	6	0	0	-0.47867240956037943	36	54
node	398	51	z04352_y03200_x03072	0	13	51.531095786089338	0.498327386268476	41	2
node	399	51	z04352_y03200_x03072	1	12	-14.651142568744262	-0.62377242409744238	44	2
node	400	51	z04352_y03200_x03072	2	14	99.92242603813196	0.28723762733918112	60	2
node	401	51	z04352_y03200_x03072	3	8	-69.136388947964406	0.61155980501510099	30	2
node	402	51	z04352_y03200_x03072	4	3	-119.98897105619176	-0.078446271412270063	29	2
node	403	51	z04352_y03200_x03072	5	14	-32.080314791640035	0.39864473731329103	36	0
node	404	52	z04352_y03456_x02944	0	-4	-47.435110679640502	-0.21021182247630779	48	2
node	405	52	z04352_y03456_x02944	1	-7	-40.643551601040599	0.73431011534202129	14	2
node	406	52	z04352_y03456_x02944	2	-6	10.477135986593623	-0.48893022876852532	48	2
node	407	52	z04352_y03456_x02944	3	-5	85.714439839001386	-0.14776442229677764	45	2
node	408	52	z04352_y03456_x02944	4	-9	-104.5727789045236	-0.31924369664246444	38	2
node	409	52	z04352_y03456_x02944	5	5	12.43906722921696	-0.090942833781548646	30	22
node	410	52	z04352_y03456_x02944	6	-1	111.80993946681582	-0.062315045263842302	35	2
node	411	52	z04352_y03456_x02944	7	-6	-136.23770265522677	-0.2869933190923582	30	2
node	412	52	z04352_y03456_x02944	8	-4	7.6990886281505482	-0.26489525956361198	28	0
node	413	53	z04480_y03584_x02688	0	0	125.47303711768035	0.14918379282280642	47	2
node	414	53	z04480_y03584_x02688	1	0	0	0.49075519069348628	40	0
node	415	53	z04480_y03584_x02688	2	-1	9.4128872796251244	-0.18182462436335689	41	1
node	416	53	z04480_y03584_x02688	3	-5	4.097925953270078	-0.51639256919299326	35	3
node	417	53	z04480_y03584_x02688	4	-2	99.335288243043181	-0.15291404590022598	45	2
node	418	53	z04480_y03584_x02688	5	-3	6.4649150163535865	-0.13613433516101014	30	2
node	419	54	z04608_y03328_x02816	0	-3	-6.549216461047024	-0.54493618957408707	47	22
node	420	54	z04608_y03328_x02816	1	-9	-101.36689747438345	0.19620081314355736	37	2
node	421	54	z04608_y03328_x02816	2	-4	-6.9965871546889957	-0.53477914169009355	19	22
node	422	54	z04608_y03328_x02816	3	0	0.7304397771444826	0.25145312152682148	30	49
node	423	54	z04608_y03328_x02816	4	-13	-52.535577621927587	0.38379026606491784	46	2
node	424	55	z04352_y03584_x02816	0	-6	13.533579161400667	-0.52894622351169618	42	0
node	425	55	z04352_y03584_x02816	1	-6	2.0662751597069473	0.098570791406609362	40	27
node	426	55	z04352_y03584_x02816	2	-6	20.10890736223439	0.09884159632673778	45	1
node	427	55	z04352_y03584_x02816	3	-6	114.97645987075765	-0.62761251817952779	32	2
node	428	55	z04352_y03584_x02816	4	-6	107.34210442972636	-0.25595298296514551	33	2
node	429	55	z04352_y03584_x02816	5	-5	-0.45738100747075805	-0.95090085632654675	43	46
node	430	56	z04352_y03200_x02560	0	3	6.1324040310246346	-0.40488205333696198	39	23
node	431	56	z04352_y03200_x02560	1	-3	5.908122139891816	0.23089002070482145	40	1
node	432	56	z04352_y03200_x02560	2	2	-1.1483653144919117	-0.67445646958374139	34	24
node	433	56	z04352_y03200_x02560	3	-1	-0.75361169357574909	0.37342693399520976	40	0
node	434	56	z04352_y03200_x02560	4	0	139.96764079656936	0.61026643719686535	32	2
node	435	56	z04352_y03200_x02560	5	6	-3.6214532352364586	0.055625052177290725	29	13
node	436	56	z04352_y03200_x02560	6	-1	94.049409950252254	-0.0039559554071366609	27	2
node	437	56	z04352_y03200_x02560	7	4	5.3305769771395717	-0.28418020218979256	29	11
node	438	56	z04352_y03200_x02560	8	4	9.1710221004566392	0.43589561952671996	26	2
node	439	56	z04352_y03200_x02560	9	5	0	0.40405592754521824	42	10
node	440	57	z04736_y03328_x02688	0	-6	-4.5469018489450832	0.10427633531468122	53	2
node	441	57	z04736_y03328_x02688	1	-8	-49.046876348958904	0.091771307230759436	49	2
node	442	57	z04736_y03328_x02688	2	-8	105.63770548921065	-0.30657144076236154	40	2
node	443	57	z04736_y03328_x02688	3	-11	-52.751732990250275	0.47615748646842815	39	2
node	444	57	z04736_y03328_x02688	4	-10	115.42648541700095	0.022014626136047766	32	2
node	445	57	z04736_y03328_x02688	5	-9	-92.327249499850382	0.2921790106206647	46	2
node	446	57	z04736_y03328_x02688	6	-11	-15.971783288805227	-0.0067278585363577713	37	0
node	447	58	z04736_y03584_x02688	0	4	131.91235404619209	0.24524670078573049	48	2
node	448	58	z04736_y03584_x02688	1	4	2.1876396499719704	-0.43822736045481164	45	0
node	449	58	z04736_y03584_x02688	2	2	123.56844572442941	-0.23246267911194812	40	2
node	450	58	z04736_y03584_x02688	3	0	15.053649983321463	-0.61028826243924039	37	2
node	451	58	z04736_y03584_x02688	4	4	-29.67128181267401	0.45465510781265839	31	2
node	452	58	z04736_y03584_x02688	5	6	2.0967393498077627	0.32308157246679892	41	1
node	453	58	z04736_y03584_x02688	6	1	-39.738334443793974	-0.24751323143365725	34	2
node	454	59	z04736_y03072_x02944	0	3	-8.5493208475304527	-0.93002107711680593	49	42
node	455	59	z04736_y03072_x02944	2	0	-11.920661924394835	0.51281919090211525	36	24
node	456	59	z04736_y03072_x02944	3	-1	5.3781015630261209	-0.30207809138123687	34	11
node	457	59	z04736_y03072_x02944	4	0	-2.349933653221342	-0.096829686660716383	38	23
node	458	59	z04736_y03072_x02944	5	-6	-16.727280133323688	0.0065683275776332204	37	1
node	459	59	z04736_y03072_x02944	6	2	-21.554599489106863	0.37619868891124275	32	13
node	460	59	z04736_y03072_x02944	7	1	-17.498176736969981	-0.49606095998610877	48	8
node	461	59	z04736_y03072_x02944	8	0	0	0.19703428601158265	25	55
node	462	59	z04736_y03072_x02944	9	-1	-3.2451792600677436	0.052275587793272391	40	6
node	463	60	z04352_y03328_x02816	0	-1	0	-1.3154225359213356	18	56
node	464	60	z04352_y03328_x02816	1	-1	-5.2481144950001521	-0.28137329680264034	37	41
node	465	60	z04352_y03328_x02816	2	0	2.946894057761881	0.39182425325177372	49	22
node	466	60	z04352_y03328_x02816	3	-11	-150.28652318089229	-0.41442547860262158	21	2
node	467	60	z04352_y03328_x02816	4	2	5.9723190770190513	0.44170806761685005	44	22
node	468	60	z04352_y03328_x02816	5	1	0	0.87042463467427955	3	57
node	469	61	z04608_y03200_x03072	0	11	49.285800088110193	0.16767094899837848	46	2
node	470	61	z04608_y03200_x03072	1	13	-20.008172796823033	0.60926620174107593	40	2
node	471	61	z04608_y03200_x03072	2	9	108.87369698302922	0.27568805444050998	46	2
node	472	61	z04608_y03200_x03072	3	8	-23.826734575219803	1.1119559948269269	48	0
node	473	61	z04608_y03200_x03072	4	7	-56.302865248657668	0.25615013890716243	26	2
node	474	61	z04608_y03200_x03072	5	2	-98.467361885988112	-0.23710753238158994	28	2
node	475	61	z04608_y03200_x03072	6	9	-33.398793232474759	-0.18619509370440288	28	1
node	476	62	z04480_y03328_x02688	0	-5	-111.14980549032271	0.27820590756460373	40	2
node	477	62	z04480_y03328_x02688	1	-5	-41.12193658545084	0.65892243795999583	41	2
node	478	62	z04480_y03328_x02688	2	-1	-37.896477090694134	1.8889527519024534	76	2
node	479	62	z04480_y03328_x02688	3	-1	-3.8825250263711837	-0.1322923425169476	41	22
node	480	62	z04480_y03328_x02688	4	0	-6.1662620082772719	0.34881160436634417	29	2
node	481	62	z04480_y03328_x02688	5	-3	90.650931237930365	0.00081973304754645593	32	2
node	482	63	z04608_y03584_x02816	0	2	-33.985103573514721	-0.13593501661902649	50	2
node	483	63	z04608_y03584_x02816	1	1	-30.493905523620583	0.52333245674288642	46	2
node	484	63	z04608_y03584_x02816	2	0	12.61450282172035	-0.23941385974089241	43	2
node	485	63	z04608_y03584_x02816	3	0	103.38845337825938	-0.41515813030128851	43	2
node	486	63	z04608_y03584_x02816	4	2	127.20122964242199	-0.41856580763602313	42	2
node	487	63	z04608_y03584_x02816	5	1	-2.1933893353734675	-0.98727876849455243	48	0
node	488	63	z04608_y03584_x02816	6	0	17.379354929332862	-0.59691554503120625	32	1
node	489	63	z04608_y03584_x02816	7	0	0	0.49948475944386928	75	58
node	490	64	z04608_y03200_x02560	0	-2	-0.14915157462621664	-0.95836661656957145	47	24
node	491	64	z04608_y03200_x02560	1	0	3.9636255498057835	-0.28182664652304845	46	13
node	492	64	z04608_y03200_x02560	2	3	-1.6152627798691128	-0.70992098895736022	42	11
node	493	64	z04608_y03200_x02560	3	-3	-11.72305353722777	-0.60501341989491386	31	23
node	494	64	z04608_y03200_x02560	4	0	-0.37124181031367698	-0.42760226538586299	34	10
node	495	64	z04608_y03200_x02560	5	-9	-9.3443862141474483	-0.30801841048930012	30	1
node	496	64	z04608_y03200_x02560	6	2	0.9074729696922077	-0.21909191485638424	27	8
node	497	64	z04608_y03200_x02560	7	-7	1.1994465919196955	-0.030410784090463615	29	0
node	498	64	z04608_y03200_x02560	8	0	0	-0.21653732903838829	4	59
node	499	64	z04608_y03200_x02560	9	4	9.8741925634967629	-0.39170075085461836	34	8
node	500	64	z04608_y03200_x02560	10	-5	139.20981841411498	-0.017584660959762591	47	2
node	501	65	z04736_y03456_x02688	0	-2	6.9156851514205187	0.27662633698952183	42	2
node	502	65	z04736_y03456_x02688	1	0	-38.391360742612733	0.13988573393239939	35	2
node	503	65	z04736_y03456_x02688	2	-2	-44.205313377656239	0.161723604799939	31	2
node	504	65	z04736_y03456_x02688	3	0	122.65932170286186	-0.53829500155754351	29	2
node	505	65	z04736_y03456_x02688	4	-7	-83.941015613396871	0.20595053028033403	50	2
node	506	65	z04736_y03456_x02688	5	0	128.49807297008255	-0.40342442095330344	27	2
node	507	66	z04608_y03072_x02688	0	-4	-5.8726507804162793	-0.24942547046580282	45	8
node	508	66	z04608_y03072_x02688	1	-2	7.2806653975258087	-0.1990133979810855	43	8
node	509	66	z04608_y03072_x02688	2	-3	4.0268962645122883	-0.14699734173874676	45	42
node	510	66	z04608_y03072_x02688	3	-2	-1.5401401082854136	-0.51528691486518607	46	11
node	511	66	z04608_y03072_x02688	4	-6	0	-0.61929284230615267	45	13
node	512	66	z04608_y03072_x02688	5	-1	0.57486226198216173	-0.39627071168916334	54	6
node	513	66	z04608_y03072_x02688	6	-8	14.158302946266076	0.28831367588943363	46	24
node	514	66	z04608_y03072_x02688	7	-2	-2.0639099972613622	-0.28434728173224183	47	5
node	515	66	z04608_y03072_x02688	8	-8	21.578748471541985	-0.43093601999578074	46	23
node	516	66	z04608_y03072_x02688	9	-4	-1.4003788603563407	-0.11484206712056941	30	7
node	517	67	z04608_y03584_x02944	0	4	-34.433569568853841	0.50993035103911111	59	2
node	518	67	z04608_y03584_x02944	1	6	126.99938432296238	0.27019922196585416	45	2
node	519	67	z04608_y03584_x02944	2	2	106.48201011418274	-0.54651724005979407	45	2
node	520	67	z04608_y03584_x02944	3	5	20.369991344846767	0.39355510110357383	50	0
node	521	67	z04608_y03584_x02944	4	2	10.58115960161939	-0.15131387825469719	41	2
node	522	67	z04608_y03584_x02944	5	4	17.389963968943107	-0.19707963595263941	47	1
node	523	67	z04608_y03584_x02944	6	4	-3.061922950259941	-0.15747670018410717	23	27
node	524	68	z04352_y03328_x02944	0	-1	-139.46745399205616	0.30000620287012025	36	2
node	525	68	z04352_y03328_x02944	1	1	0	0.75956202507673432	1	60
node	526	68	z04352_y03328_x02944	2	0	0	0.45159058325405432	1	61
node	527	68	z04352_y03328_x02944	3	8	15.809289349020617	3.2264862116679018	16	22
node	528	68	z04352_y03328_x02944	4	-1	-1.966068138728815	-0.087667486020707841	6	62
node	529	68	z04352_y03328_x02944	5	-4	-100.76192682803821	1.0510956511687142	27	2
node	530	68	z04352_y03328_x02944	6	1	0	0.68245234258924903	2	63
node	531	68	z04352_y03328_x02944	7	0	-49.068674999218501	0.098080533161110345	27	2
node	532	69	z04736_y03072_x02816	0	-4	-7.992484317389426	0.38984149200078888	57	8
node	533	69	z04736_y03072_x02816	1	-3	0	0.10872637865117139	46	42
node	534	69	z04736_y03072_x02816	2	-7	22.333545699693332	0.4887780623883014	46	11
node	535	69	z04736_y03072_x02816	3	-5	-6.5094391272792791	0.16980104877617636	45	13
node	536	69	z04736_y03072_x02816	4	-8	7.3588039167391344	-0.30168902788338597	46	24
node	537	69	z04736_y03072_x02816	5	-7	17.654347268799029	0.40214398180989058	50	23
node	538	69	z04736_y03072_x02816	6	-12	4.0190624817374783	0.57937547289007374	42	1
node	539	69	z04736_y03072_x02816	7	-3	-0.57486226198216173	-0.09312386455605158	51	6
node	540	69	z04736_y03072_x02816	8	-6	0.057620472082817287	-0.35275983498711672	30	5
node	541	69	z04736_y03072_x02816	9	-2	0	0.19635323370434504	35	50
node	542	70	z04608_y03456_x02816	0	-7	-101.65688492141845	0.049806827160403355	49	2
node	543	70	z04608_y03456_x02816	1	5	-2.1196444227863935	-1.4191613394557447	63	22
node	544	70	z04608_y03456_x02816	2	-1	-33.047823864585212	-0.027647768526229851	45	2
node	545	70	z04608_y03456_x02816	3	1	-8.6090553939353356	0.7703602056873704	14	49
node	546	70	z04608_y03456_x02816	4	0	-31.058861259327955	0.090381801415612278	50	2
node	547	70	z04608_y03456_x02816	5	0	0	0.029951150901488789	60	64
node	548	71	z04352_y03584_x02944	0	-4	-2.8530422304074818	-0.11408334748466493	46	27
node	549	71	z04352_y03584_x02944	1	-3	17.452684695269113	0.6647043468003786	47	1
node	550	71	z04352_y03584_x02944	2	-3	15.192717943971275	-0.007152903451167137	44	0
node	551	71	z04352_y03584_x02944	3	-2	116.48064094119053	-0.072772953980812113	37	2
node	552	71	z04352_y03584_x02944	4	-2	0	0.00076226992613855538	48	46
node	553	71	z04352_y03584_x02944	5	-5	97.404531647363513	0.015468931500581226	36	2
node	554	71	z04352_y03584_x02944	6	0	0.13334857590007232	0.45233551682944545	31	65
node	555	72	z04480_y03456_x02688	0	0	-38.148871724702531	0.062041315986864409	46	2
node	556	72	z04480_y03456_x02688	1	-2	4.9255787733326883	0.069379621131156186	43	2
node	557	72	z04480_y03456_x02688	2	-3	-40.330946117227995	-0.37786763041298183	35	2
node	558	72	z04480_y03456_x02688	3	0	103.2586353315524	0.2232725966957452	42	2
node	559	72	z04480_y03456_x02688	4	-3	-111.27615785447256	0.57791915521516157	26	2
node	560	72	z04480_y03456_x02688	5	1	130.85066856728639	-0.11904175608149799	42	2
node	561	73	z04352_y03072_x02688	0	-1	-2.5241646330166532	-0.48150894968266839	45	24
node	562	73	z04352_y03072_x02688	1	3	0.77669699427315209	0.28918901210407716	49	13
node	563	73	z04352_y03072_x02688	2	0	5.6067991946370057	-0.28711661701390151	45	23
node	564	73	z04352_y03072_x02688	3	0	7.0652173062103429	-0.31139156457376588	51	11
node	565	73	z04352_y03072_x02688	4	-6	-20.318364939671824	-0.14741590179915812	42	1
node	566	73	z04352_y03072_x02688	5	1	3.9889689098808958	0.061086767655682855	41	10
node	567	73	z04352_y03072_x02688	6	-4	-5.8064267116690189	0.52888305984463868	35	0
node	568	73	z04352_y03072_x02688	7	3	-5.7708969676154993	-0.097990645177967461	33	8
node	569	73	z04352_y03072_x02688	8	-3	139.62150589346987	0.12217924798978992	31	2
node	570	73	z04352_y03072_x02688	9	5	13.045271792667791	0.31779077087472413	31	8
node	571	73	z04352_y03072_x02688	10	0	0	0.11326988365257618	168	66
node	572	74	z04480_y03072_x02816	0	-2	3.4174207722792289	-0.47668908201661964	46	24
node	573	74	z04480_y03072_x02816	1	-1	1.8803489794418056	-0.024564665738239302	47	23
node	574	74	z04480_y03072_x02816	2	-7	-9.133860482130217	0.058156773123734781	46	1
node	575	74	z04480_y03072_x02816	3	-6	-13.924759945137907	0.050645456523156752	46	0
node	576	74	z04480_y03072_x02816	4	1	4.0072342589232903	0.041069846159506179	44	13
node	577	74	z04480_y03072_x02816	5	-5	136.22789818852056	-0.0088588763731182497	50	2
node	578	74	z04480_y03072_x02816	6	-2	9.8149059733159447	-0.2225459389837621	45	11
node	579	74	z04480_y03072_x02816	7	-2	2.5752612661946159	-0.35793217516835463	32	10
node	580	74	z04480_y03072_x02816	8	-1	-4.9546622705970549	0.24389283373509135	30	8
node	581	74	z04480_y03072_x02816	9	-1	13.265516248187851	-0.1978652098562847	40	8
node	582	75	z04352_y03456_x02816	0	1	-0.98824397189179081	-0.10032610477100579	48	22
node	583	75	z04352_y03456_x02816	1	-13	-108.94583342747069	-0.52940971543862381	42	2
node	584	75	z04352_y03456_x02816	2	-8	-40.033813582029893	-0.69345719535515105	41	2
node	585	75	z04352_y03456_x02816	3	-7	-44.92811575698056	-0.39821025027095369	41	2
node	586	75	z04352_y03456_x02816	4	-8	14.434625074767212	-0.28722305863109365	39	2
node	587	75	z04352_y03456_x02816	5	-7	110.05430476319776	-0.014877907052262239	44	2
node	588	75	z04352_y03456_x02816	6	-9	-143.83039499730677	-0.36105834321187402	18	2
node	589	75	z04352_y03456_x02816	7	0	4.7770122591291511	0.48459582285662645	39	41
node	590	76	z04608_y03328_x02944	0	0	-1.1961797205785842	0.68860284240335112	37	22
node	591	76	z04608_y03328_x02944	1	1	-0.7304397771444826	0.60903052161942284	12	49
node	592	76	z04608_y03328_x02944	2	2	-124.28641494776321	0.006533576085202341	43	2
node	593	77	z04352_y03456_x02560	0	3	0.29226349264126839	0.070477531586609146	48	0
node	594	77	z04352_y03456_x02560	1	4	125.28948985392179	0.41008556413849673	45	2
node	595	77	z04352_y03456_x02560	2	3	97.622936459471532	0.60534421174634645	34	2
node	596	77	z04352_y03456_x02560	3	1	2.8909518821356528	0.19406521242857819	27	2
node	597	77	z04352_y03456_x02560	4	5	2.7035055727884583	-0.33351685719060692	27	1
node	598	77	z04352_y03456_x02560	5	2	-32.132492799858937	0.41894680756528896	47	2
node	599	78	z04480_y03072_x02560	0	4	1.0535502392613125	0.28419488049509473	53	5
node	600	78	z04480_y03072_x02560	1	5	7.4690579799239458	0.1836542385332591	49	6
node	601	78	z04480_y03072_x02560	2	4	12.31186111717625	0.17118360535371643	48	8
node	602	78	z04480_y03072_x02560	3	1	-19.250033774068015	-0.82310144932290497	46	8
node	603	78	z04480_y03072_x02560	4	-1	4.8171193323100852	-0.61589661444632715	43	10
node	604	78	z04480_y03072_x02560	5	2	0.79848773460025768	0.17296179273482667	46	7
node	605	78	z04480_y03072_x02560	6	4	4.1891089916398414	0.27671868944164424	35	11
node	606	78	z04480_y03072_x02560	7	-2	-1.9872881237297406	0.50104222573002033	36	25
node	607	78	z04480_y03072_x02560	8	0	5.0848817519026852	0.48548823672481645	26	13
node	608	78	z04480_y03072_x02560	9	-1	8.9673938418602575	0.39161921069263883	44	24
node	609	78	z04480_y03072_x02560	10	0	0	0.37946583579903786	39	67
node	610	79	z04352_y03200_x02944	0	1	0	0.83851079175677257	44	68
node	611	79	z04352_y03200_x02944	1	5	-62.84729534893097	0.12375397074201296	40	2
node	612	79	z04352_y03200_x02944	2	8	-13.592748333208192	0.36593898772167849	50	2
node	613	79	z04352_y03200_x02944	3	2	-124.31203180900462	0.46291686149394168	38	2
node	614	79	z04352_y03200_x02944	4	0	81.828494109431233	0.31317122037941741	50	2
node	615	79	z04352_y03200_x02944	5	-1	-1.2128059475890325	-0.31141761333222767	7	69
node	616	79	z04352_y03200_x02944	6	-1	2.4749889873091888	0.06903456663476204	12	22
node	617	79	z04352_y03200_x02944	7	0	0	0.12745700891770007	6	70
node	618	80	z04352_y03456_x03072	0	6	123.41558696745454	0.55359434473130775	48	2
node	619	80	z04352_y03456_x03072	1	4	12.164384358787629	0.14646154567253875	46	0
node	620	80	z04352_y03456_x03072	2	1	88.065142508049973	0.13232719393722595	37	2
node	621	80	z04352_y03456_x03072	3	4	12.589292712568408	0.97514058231562739	35	1
node	622	80	z04352_y03456_x03072	4	1	26.570604608698034	0.073010538556355864	32	2
node	623	80	z04352_y03456_x03072	5	4	-0.63890316723518481	0.63660325466470458	29	27
node	624	80	z04352_y03456_x03072	6	2	-32.282656207575883	-0.35805627780835597	40	2
node	625	80	z04352_y03456_x03072	7	5	0.18852056392506711	0.36953276005408581	35	46
node	626	81	z04480_y03072_x03072	0	9	-37.693364656334666	0.71829673640172764	45	1
node	627	81	z04480_y03072_x03072	1	16	-28.408361945997058	0.085136252365042409	38	23
node	628	81	z04480_y03072_x03072	2	16	-46.196469987911541	0.41748452752814086	27	24
node	629	81	z04480_y03072_x03072	3	8	-32.544633679596359	0.44723263643261879	40	0
